, uploadDate,Collection,Level,Medium,Publisher,Tag,Year,_attachments,_id,_rev,addedBy,articleDate,attachments_md5,author,averageRating,description,filename,fromLevel,hidden,id,isWelcomeVideo,kind,language,linkToLicense,need_optimization,ok,openUrl,openWhichFile,openWith,resourceFor,resourceType,rev,subject,sum,timesRated,title,toLevel,type,uploadDate,views
887,,,[u'Lower Primary'],Text,Africanstorybook.org,"[u'2cb04e36e7836460c98d481f7e9a5076', u'ebae4ec21799f5e85746c440aca24c36', u'cc11a4c42d45448a3448193899b605bf']",,"{u'le_bebe_elephant_est_tres_curieux_0.pdf': {u'stub': True, u'length': 670715, u'content_type': u'application/octet-stream', u'revpos': 4, u'digest': u'md5-nUGmrcEHrl0+6OpOQe682Q=='}}",4520b3fff6601c1fa877240acc08b8c6,6-69f19a71c2478fd371faa39241b54494,Erin,2015-05-19T04:00:00.000Z,,"Judith Baker, Lorato Trok",,,,,,,,Resource,French,http://creativecommons.org/licenses/by/4.0/,0.0,,,,PDF.js,Default,,,[u'Literature'],0.0,0.0,African Storybooks - Le bébé éléphant est très curieux,,,2015-05-19T04:00:00.000Z,
888,,,"[u'Early Education', u'Lower Primary']",Video,Khan Academy,"[u'1938ff4f734fedd7e9673c08b4004126', u'1938ff4f734fedd7e9673c08b400420b', u'2cb04e36e7836460c98d481f7e3fae68', u'cc11a4c42d45448a344819389965916d', u'2cb04e36e7836460c98d481f7e447158', u'5b7fb60d4554864f278394b9daa9c60e']",,"{u'Matematicas Elementales 04 - Introduccion a la suma.mp4': {u'stub': True, u'length': 4166713, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-RbfMDeSq/tJ0C8Hj03p5UA=='}}",4520b3fff6601c1fa877240acc08befe,2-b919d563eeed7593819fc6144e1efa0e,brookalex,2015-05-19T04:00:00.000Z,,Sal Khan,,,,,,,,Resource,Spanish,http://creativecommons.org/licenses/by-nc-sa/4.0/,,,,,Flow Video Player,,,,[u'Math'],0.0,0.0,Matematicas Elementales 04 - Introduccion a la suma,,,2015-05-19T04:00:00.000Z,
889,,,[u'Lower Primary'],Text,Africanstorybook.org,"[u'2cb04e36e7836460c98d481f7e9a5076', u'ebae4ec21799f5e85746c440aca24c36', u'cc11a4c42d45448a3448193899b605bf']",,"{u'comment_la_fourmi_sauva_la_colombe._0.pdf': {u'stub': True, u'length': 854220, u'content_type': u'application/octet-stream', u'revpos': 3, u'digest': u'md5-2TF2CBG98vwy2x/65suXOg=='}}",4520b3fff6601c1fa877240acc08cc64,5-18ac25d1ed4147fba83ef298018ec2cd,Erin,2015-05-19T04:00:00.000Z,,"Kholeka Mabeta, Judith Baker",,,,,,,,Resource,French,http://creativecommons.org/licenses/by/4.0/,0.0,,,,PDF.js,Default,,,[u'Literature'],0.0,0.0,African Storybooks - Comment la fourmi sauva la colombe,,,2015-05-19T04:00:00.000Z,
890,,,"[u'Early Education', u'Lower Primary']",Video,Khan Academy,"[u'1938ff4f734fedd7e9673c08b4004126', u'1938ff4f734fedd7e9673c08b400420b', u'2cb04e36e7836460c98d481f7e3fae68', u'2cb04e36e7836460c98d481f7e447158', u'cc11a4c42d45448a34481938996591d8', u'5b7fb60d4554864f278394b9daa9c60e']",,"{u'Matematicas Elementales 05 - Introduccion a la resta.mp4': {u'stub': True, u'length': 4737238, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-+KPdMoUUXVA5151cc3BM+A=='}}",4520b3fff6601c1fa877240acc08d761,2-750aecb732f5eee926367da9a214f98b,brookalex,2015-05-19T04:00:00.000Z,,Sal Khan,,,,,,,,Resource,Spanish,http://creativecommons.org/licenses/by-nc-sa/4.0/,,,,,Flow Video Player,,,,[u'Math'],0.0,0.0,Matematicas Elementales 05 - Introduccion a la resta,,,2015-05-19T04:00:00.000Z,
891,,,[u'Lower Primary'],Text,Africanstorybook.org,"[u'2cb04e36e7836460c98d481f7e9a5076', u'ebae4ec21799f5e85746c440aca24c36', u'cc11a4c42d45448a3448193899b605bf']",,"{u'le_pou_ecrase_0.pdf': {u'stub': True, u'length': 338250, u'content_type': u'application/octet-stream', u'revpos': 3, u'digest': u'md5-+MdiVvZ4VzGj0p8r87LPEg=='}}",4520b3fff6601c1fa877240acc08e60b,5-e5c4adef4d3688b88d6e1bacd08b9b00,Erin,2015-05-19T04:00:00.000Z,,Zimbili Dlamini,,,,,,,,Resource,French,http://creativecommons.org/licenses/by/4.0/,0.0,,,,PDF.js,Default,,,[u'Literature'],0.0,0.0,African Storybooks - Le pou écrasé,,,2015-05-19T04:00:00.000Z,
892,,,"[u'Early Education', u'Lower Primary']",Video,Khan Academy,"[u'1938ff4f734fedd7e9673c08b4004126', u'1938ff4f734fedd7e9673c08b400420b', u'2cb04e36e7836460c98d481f7e3fae68', u'cc11a4c42d45448a344819389965916d', u'2cb04e36e7836460c98d481f7e447158', u'5b7fb60d4554864f278394b9daa9c60e']",,"{u'Matematicas Elementales 06 - Ejemplo de sumar frutas.mp4': {u'stub': True, u'length': 3318542, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-w4UWprdzSpFA8ybb90k2Hw=='}}",4520b3fff6601c1fa877240acc08ed6d,2-c20cafd12b78cc89db97359e7aca1726,brookalex,2015-05-19T04:00:00.000Z,,Sal Khan,,,,,,,,Resource,Spanish,http://creativecommons.org/licenses/by-nc-sa/4.0/,,,,,Flow Video Player,,,,[u'Math'],0.0,0.0,Matematicas Elementales 06 - Ejemplo de sumar frutas,,,2015-05-19T04:00:00.000Z,
893,,,[u'Lower Primary'],Text,Africanstorybook.org,"[u'2cb04e36e7836460c98d481f7e9a5076', u'ebae4ec21799f5e85746c440aca24c36', u'cc11a4c42d45448a3448193899b605bf']",,"{u'le_garcon_que_personne_naimait_2.pdf': {u'stub': True, u'length': 577477, u'content_type': u'application/octet-stream', u'revpos': 3, u'digest': u'md5-GzvpbASRCKTY4Mv4vSw9mw=='}}",4520b3fff6601c1fa877240acc08fa60,5-86352fce143be5579f3166ad7812b30c,Erin,2015-05-19T04:00:00.000Z,,Phumy Zikode,,,,,,,,Resource,French,http://creativecommons.org/licenses/by/4.0/,0.0,,,,PDF.js,Learner,,,[u'Literature'],0.0,0.0,African Storybooks - Le garçon que personne n'aimait,,,2015-05-19T04:00:00.000Z,
894,,,[u'Lower Primary'],Text,Africanstorybook.org,"[u'2cb04e36e7836460c98d481f7e9a5076', u'ebae4ec21799f5e85746c440aca24c36', u'cc11a4c42d45448a3448193899b605bf']",,"{u'ma_famille_et_moi_3.pdf': {u'stub': True, u'length': 368968, u'content_type': u'application/octet-stream', u'revpos': 3, u'digest': u'md5-kSpyYslXlTA88vSXR7xLXQ=='}}",4520b3fff6601c1fa877240acc09080e,6-11e78493524d8d0101934f4c17f65a49,Erin,2015-05-19T04:00:00.000Z,,"Waako Joshua, Cornelius Gulere",,,,,,,,Resource,French,http://creativecommons.org/licenses/by/4.0/,0.0,,,,PDF.js,Learner,,,[u'Literature'],0.0,0.0,African Storybooks - Ma famille et moi,,,2015-05-19T04:00:00.000Z,
895,,,"[u'Early Education', u'Lower Primary']",Video,Khan Academy,"[u'1938ff4f734fedd7e9673c08b4004126', u'1938ff4f734fedd7e9673c08b400420b', u'2cb04e36e7836460c98d481f7e3fae68', u'cc11a4c42d45448a344819389965916d', u'2cb04e36e7836460c98d481f7e447158', u'5b7fb60d4554864f278394b9daa9c60e']",,"{u'Matematicas Elementales 07 - Sumando hasta 5.mp4': {u'stub': True, u'length': 8804462, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-sjltM6Sx1KunBiYLAppxyQ=='}}",4520b3fff6601c1fa877240acc09166d,2-67cb4862619d9968eaa9a65b18da3369,brookalex,2015-05-19T04:00:00.000Z,,Sal Khan,,,,,,,,Resource,Spanish,http://creativecommons.org/licenses/by-nc-sa/4.0/,,,,,Flow Video Player,,,,[u'Math'],0.0,0.0,Matematicas Elementales 07 - Sumando hasta 5,,,2015-05-19T04:00:00.000Z,
896,,,[u'Lower Primary'],Text,Africanstorybook.org,"[u'2cb04e36e7836460c98d481f7e9a5076', u'ebae4ec21799f5e85746c440aca24c36', u'cc11a4c42d45448a3448193899b605bf']",,"{u'nakitto_a_school._1.pdf': {u'stub': True, u'length': 441418, u'content_type': u'application/octet-stream', u'revpos': 3, u'digest': u'md5-A8fd438Vb0owhysJCFjeOg=='}}",4520b3fff6601c1fa877240acc0918f3,5-edddf9078175795c20bd4b4d7b7bf4c2,Erin,2015-05-19T04:00:00.000Z,,Annett Ssebaggala,,,,,,,,Resource,French,http://creativecommons.org/licenses/by/4.0/,0.0,,,,PDF.js,Default,,,[u'Literature'],0.0,0.0,African Storybooks - Nakitto à school,,,2015-05-19T04:00:00.000Z,
897,,,[u'Lower Primary'],Text,Africanstorybook.org,"[u'2cb04e36e7836460c98d481f7e9a5076', u'ebae4ec21799f5e85746c440aca24c36', u'cc11a4c42d45448a3448193899b605bf']",,"{u'la_poule_et_le_millepatte__0.pdf': {u'stub': True, u'length': 290695, u'content_type': u'application/octet-stream', u'revpos': 3, u'digest': u'md5-5CJg8hbcC49sjT9oyEuSTQ=='}}",4520b3fff6601c1fa877240acc091add,5-a870f9217a85716a395021791ca812ce,Erin,2015-05-19T04:00:00.000Z,,Winny Asara,,,,,,,,Resource,French,http://creativecommons.org/licenses/by/4.0/,0.0,,,,PDF.js,Default,,,[u'Literature'],0.0,0.0,African Storybooks - La poule et le millepatte,,,2015-05-19T04:00:00.000Z,
898,,,[u'Lower Primary'],Text,Africanstorybook.org,"[u'2cb04e36e7836460c98d481f7e9a5076', u'ebae4ec21799f5e85746c440aca24c36', u'cc11a4c42d45448a3448193899b605bf']",,"{u'la_jeune_fille_qui_devient_riche._0.pdf': {u'stub': True, u'length': 1156320, u'content_type': u'application/octet-stream', u'revpos': 3, u'digest': u'md5-CsyyUMU7PFLMm9XSlfk1nw=='}}",4520b3fff6601c1fa877240acc09221d,6-1a0711d441977124073bba515dbe6dde,Erin,2015-05-19T04:00:00.000Z,,Salaama Wanale,,,,,,,,Resource,French,http://creativecommons.org/licenses/by/4.0/,0.0,,,,PDF.js,Default,,,[u'Literature'],0.0,0.0,"African Storybooks - La jeune fille, qui devient riche",,,2015-05-19T04:00:00.000Z,
899,,,[u'Lower Primary'],Text,Red Sky Ventures/freekidsbooks.org,"[u'2cb04e36e7836460c98d481f7e9a5076', u'ebae4ec21799f5e85746c440aca24c36', u'cc11a4c42d45448a3448193899b605bf']",,"{u'les_aventures_de_super_vache_2.pdf': {u'stub': True, u'length': 216176, u'content_type': u'application/octet-stream', u'revpos': 3, u'digest': u'md5-sZmzdxggiikNp32v8lHmrw=='}}",4520b3fff6601c1fa877240acc09252c,7-d335a982cd4aaffa986d2c299fa6285c,Erin,2015-05-19T04:00:00.000Z,,Danielle Bruckert,,,,,,,,Resource,French,http://creativecommons.org/licenses/by/4.0/,0.0,,,,PDF.js,Learner,,,[u'Literature'],0.0,0.0,African Storybooks - Les aventures de super vache,,,2015-05-19T04:00:00.000Z,
900,,,[u'Lower Primary'],Text,Africanstorybook.org,"[u'2cb04e36e7836460c98d481f7e9a5076', u'ebae4ec21799f5e85746c440aca24c36', u'cc11a4c42d45448a3448193899b605bf']",,"{u'la_natte_speciale_dakai_0.pdf': {u'stub': True, u'length': 574004, u'content_type': u'application/octet-stream', u'revpos': 3, u'digest': u'md5-V2Rij+X07P4h+tjenfza0g=='}}",4520b3fff6601c1fa877240acc092fd6,5-fb303254ceb60237038afced5e369c7d,Erin,2015-05-19T04:00:00.000Z,,Ursual Nafula,,,,,,,,Resource,French,http://creativecommons.org/licenses/by/4.0/,0.0,,,,PDF.js,Learner,,,[u'Literature'],0.0,0.0,African Storybooks - La natte spéciale d'Akai,,,2015-05-19T04:00:00.000Z,
901,,,[u'Lower Primary'],Text,Africanstorybook.org,"[u'2cb04e36e7836460c98d481f7e9a5076', u'ebae4ec21799f5e85746c440aca24c36', u'cc11a4c42d45448a3448193899b605bf']",,"{u'ma_premiere_visite_du_marche_1.pdf': {u'stub': True, u'length': 561224, u'content_type': u'application/octet-stream', u'revpos': 3, u'digest': u'md5-2uY881DEUQKt5puA4MhDlw=='}}",4520b3fff6601c1fa877240acc094c78,5-8696daf5f9f4ce6c2c3b68a1f8284a80,Erin,2015-05-19T04:00:00.000Z,,"Timothy Kabare, Ursula Nafula",,,,,,,,Resource,French,http://creativecommons.org/licenses/by/4.0/,0.0,,,,PDF.js,Learner,,,[u'Literature'],0.0,0.0,African Storybooks - Ma première visite du marché,,,2015-05-19T04:00:00.000Z,
902,,,[u'Lower Primary'],Text,Africanstorybook.org,"[u'2cb04e36e7836460c98d481f7e9a5076', u'ebae4ec21799f5e85746c440aca24c36', u'cc11a4c42d45448a3448193899b605bf']",2015,"{u'les_bananes_de_grand-mere_3.pdf': {u'stub': True, u'length': 437482, u'content_type': u'application/octet-stream', u'revpos': 3, u'digest': u'md5-Yg6ELUPMnxZIs14CypUV2A=='}}",4520b3fff6601c1fa877240acc0955c5,6-723d721dc9198f758e68af5f69a19ff3,Erin,2015-05-19T04:00:00.000Z,,"Ursula Nafula, Isabelle Duston, Véronique Biddau, Catherine Groenewald",,,,,,,,Resource,French,http://creativecommons.org/licenses/by/4.0/,0.0,,,,PDF.js,Learner,,,[u'Literature'],0.0,0.0,African Storybooks - Les bananes de grand-mère,,,2015-05-19T04:00:00.000Z,
903,,,[u'Lower Primary'],Text,Africanstorybook.org,"[u'2cb04e36e7836460c98d481f7e9a5076', u'ebae4ec21799f5e85746c440aca24c36', u'cc11a4c42d45448a3448193899b605bf']",,"{u'la_gourde_de_khayanga.pdf': {u'stub': True, u'length': 392242, u'content_type': u'application/octet-stream', u'revpos': 3, u'digest': u'md5-EGemKFQ1Yz8K+U3Fmzm7qg=='}}",4520b3fff6601c1fa877240acc095e2c,5-ed59bc297a4e2aad6db5de14fdfe77f3,Erin,2015-05-19T04:00:00.000Z,,Ursula Nafula,,,,,,,,Resource,French,http://creativecommons.org/licenses/by/4.0/,0.0,,,,PDF.js,Default,,,[u'Literature'],0.0,0.0,African Storybooks - La gourde de Khayanga,,,2015-05-19T04:00:00.000Z,
904,,,[u'Lower Primary'],Text,African Storybooks,"[u'2cb04e36e7836460c98d481f7e9a5076', u'ebae4ec21799f5e85746c440aca24c36', u'cc11a4c42d45448a3448193899b605bf']",2015,"{u'namukhaywa_13.pdf': {u'stub': True, u'length': 517228, u'content_type': u'application/octet-stream', u'revpos': 3, u'digest': u'md5-B9m0GnyGMKqK2xmiLvTLpQ=='}}",4520b3fff6601c1fa877240acc097494,5-8241e1363f1c741203e36d09bba4d0f3,Erin,2015-05-19T04:00:00.000Z,,"Matthews M Wagna, Wiehan de Jager, Isabelle Duston, Véronique Biddau",,,,,,,,Resource,French,http://creativecommons.org/licenses/by/4.0/,0.0,,,,PDF.js,Learner,,,[u'Literature'],0.0,0.0,African Storybooks - Namukhaywa (French),,,2015-05-19T04:00:00.000Z,
905,,,[u'Upper Primary'],Text,Dominio Publico,[u'2cb04e36e7836460c98d481f7e9a5076'],,"{u'Charles Perrault - Cuentos de mama ganso.pdf': {u'stub': True, u'length': 237646, u'content_type': u'application/octet-stream', u'revpos': 4, u'digest': u'md5-u1GFZ/ngrR3qXTc/XU1EYw=='}}",4520b3fff6601c1fa877240acc097ccc,5-1f39f6474785ee720e6d6a2cc9ce50fe,brookalex,2015-05-19T04:00:00.000Z,,Charles Perrault & Teodoro Baro (translator),,,,,,,,Resource,Spanish,http://www.dominiopublico.es/,0.0,,,,PDF.js,,,,[u'Literature'],0.0,0.0,Cuentos de mama ganso,,,2015-05-19T04:00:00.000Z,
906,,,[u'Lower Secondary'],Video,Khan Academy,"[u'1938ff4f734fedd7e9673c08b4004126', u'4520b3fff6601c1fa877240acc050906', u'2cb04e36e7836460c98d481f7e3fae68', u'4520b3fff6601c1fa877240acc06e73b', u'cc11a4c42d45448a344819389965e6b7']",,"{u'Fractions, Decimals, and Percentages 01 - Decimals to Simplified Fractions.mp4': {u'stub': True, u'length': 1898131, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-CbBQOzeBsbpUtRm1kAVQPA=='}}",4520b3fff6601c1fa877240acc09860e,2-33137d1bc7f754b0cd7e7875149a1aa0,Erin,2015-05-19T04:00:00.000Z,,Sal Khan and Monterey Institute for Technology and Education,,,,,,,,Resource,English,http://creativecommons.org/licenses/by-nc-sa/4.0/,,,,,Flow Video Player,,,,[u'Math'],0.0,0.0,"Fractions, Decimals, and Percentages 01 - Decimals to Simplified Fractions",,,2015-05-19T04:00:00.000Z,
907,,,[u'Upper Secondary'],Text,Dominio Publico,"[u'2cb04e36e7836460c98d481f7e9a5076', u'0fcf245af7ca2d6d14c9f967bf36e3fc']",,"{u'Daniel Defoe - Aventuras de Robinson Crusoe(1).pdf': {u'stub': True, u'length': 607725, u'content_type': u'application/octet-stream', u'revpos': 5, u'digest': u'md5-TgsGtwzQgbXR4X3oEn8Yeg=='}}",4520b3fff6601c1fa877240acc09879d,6-1195214e14e28ec4d92684c1d62df3c9,brookalex,2015-05-19T04:00:00.000Z,,Daniel Defoe,,,,,,,,Resource,Spanish,www.dominiopublico.es,0.0,,,,PDF.js,,,,[u'Literature'],0.0,0.0,Las aventuras de Robinson Crusoe,,,2015-05-19T04:00:00.000Z,
908,,,[u'Upper Secondary'],Text,Dominio Público,[u'0fcf245af7ca2d6d14c9f967bf36e3fc'],,"{u'Edgar Allan Poe - El Cuervo.pdf': {u'stub': True, u'length': 12902, u'content_type': u'application/octet-stream', u'revpos': 5, u'digest': u'md5-C544XGabJbpx9NlbogWlqQ=='}}",4520b3fff6601c1fa877240acc09888a,8-d185e3d25a7ab4d23789319b38bad40a,brookalex,2015-05-19T04:00:00.000Z,,Edgar Allan Poe,,,,,,,,Resource,Spanish,www.dominiopublico.es,0.0,,,,PDF.js,,,,[u'Literature'],0.0,0.0,El cuervo,,,2015-05-19T04:00:00.000Z,
909,,,[u'Lower Secondary'],Video,Khan Academy,"[u'1938ff4f734fedd7e9673c08b4004126', u'4520b3fff6601c1fa877240acc050906', u'2cb04e36e7836460c98d481f7e3fae68', u'4520b3fff6601c1fa877240acc06e73b', u'cc11a4c42d45448a344819389965e6b7']",,"{u'Fractions, Decimals, and Percentages 02 - Fractions to Decimals.mp4': {u'stub': True, u'length': 1531081, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-7pcl0osKKXGQWEO3QLSpSw=='}}",4520b3fff6601c1fa877240acc098cca,2-131740cb1c0536d9ae38db179b05c404,Erin,2015-05-19T04:00:00.000Z,,Sal Khan and Monterey Institute for Technology and Education,,,,,,,,Resource,English,http://creativecommons.org/licenses/by-nc-sa/4.0/,,,,,Flow Video Player,,,,[u'Math'],0.0,0.0,"Fractions, Decimals, and Percentages 02 - Fractions to Decimals",,,2015-05-19T04:00:00.000Z,
910,,,[u'Lower Secondary'],Video,Khan Academy,"[u'1938ff4f734fedd7e9673c08b4004126', u'4520b3fff6601c1fa877240acc050906', u'2cb04e36e7836460c98d481f7e3fae68', u'4520b3fff6601c1fa877240acc06e73b', u'cc11a4c42d45448a344819389965e6b7']",,"{u'Fractions, Decimals, and Percentages 03 - Fractions to Decimals Example.mp4': {u'stub': True, u'length': 881648, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-KzRky7qXlKP7kgkomzvB5g=='}}",4520b3fff6601c1fa877240acc09a275,2-03bf6c7540b8d9b19099cbed95772830,Erin,2015-05-19T04:00:00.000Z,,Sal Khan ,,,,,,,,Resource,English,http://creativecommons.org/licenses/by-nc-sa/4.0/,,,,,Flow Video Player,,,,[u'Math'],0.0,0.0,"Fractions, Decimals, and Percentages 03 - Fractions to Decimals Example",,,2015-05-19T04:00:00.000Z,
911,,,[u'Lower Secondary'],Video,Khan Academy,"[u'1938ff4f734fedd7e9673c08b4004126', u'4520b3fff6601c1fa877240acc050906', u'2cb04e36e7836460c98d481f7e3fae68', u'4520b3fff6601c1fa877240acc06e73b', u'cc11a4c42d45448a344819389965e6b7']",,"{u'Fractions, Decimals, and Percentages 03 - Fraction to a Decimal with Rounding.mp4': {u'stub': True, u'length': 1972364, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-BvWd6shaLgU/3oGaTd+XJQ=='}}",4520b3fff6601c1fa877240acc09acaf,2-b61cc77d1bbeadf46b57d60a98dd98db,Erin,2015-05-19T04:00:00.000Z,,Sal Khan ,,,,,,,,Resource,English,http://creativecommons.org/licenses/by-nc-sa/4.0/,,,,,Flow Video Player,,,,[u'Literature'],0.0,0.0,"Fractions, Decimals, and Percentages 04 - Fraction to a Decimal with Rounding",,,2015-05-19T04:00:00.000Z,
912,,,"[u'Early Education', u'Lower Primary']",Video,Khan Academy,"[u'1938ff4f734fedd7e9673c08b4004126', u'1938ff4f734fedd7e9673c08b400420b', u'2cb04e36e7836460c98d481f7e3fae68', u'cc11a4c42d45448a344819389965916d', u'2cb04e36e7836460c98d481f7e447158', u'5b7fb60d4554864f278394b9daa9c60e']",,"{u'Matematicas Elementales 08 - Sumando hasta 10.mp4': {u'stub': True, u'length': 5450405, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-T7H3oOCkTJMHUIu7lDYsOA=='}}",4520b3fff6601c1fa877240acc09f7f0,2-205b7ebd2b06a98abe119516bb25dea2,brookalex,2015-05-20T04:00:00.000Z,,Sal Khan,,,,,,,,Resource,Spanish,Matematicas Elementales 08 - Sumando hasta 10,,,,,Flow Video Player,,,,[u'Math'],0.0,0.0,Matematicas Elementales 08 - Sumando hasta 10,,,2015-05-20T04:00:00.000Z,
913,,,[u'Lower Primary'],Video,Khan Academy,"[u'1938ff4f734fedd7e9673c08b4004126', u'2cb04e36e7836460c98d481f7e3fae68', u'cc11a4c42d45448a344819389965916d', u'2cb04e36e7836460c98d481f7e447158', u'5b7fb60d4554864f278394b9daa9c60e']",,"{u'Matematicas elementales 12.mp4': {u'stub': True, u'length': 3333000, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-h8dtnOWRZavLkK8BZYsB2Q=='}}",4520b3fff6601c1fa877240acc09fd0d,2-4621dcb3ac37b76dbea60aaec3ea7a7e,brookalex,2015-05-20T04:00:00.000Z,,Sal Khan,,,,,,,,Resource,Spanish,http://creativecommons.org/licenses/by-nc-sa/4.0/,,,,,Flow Video Player,,,,[u'Math'],0.0,0.0,Matematicas Elementales 12 - El valor posicional en el numero 25,,,2015-05-20T04:00:00.000Z,
914,,,[u'Lower Primary'],Video,Khan Academy,"[u'1938ff4f734fedd7e9673c08b4004126', u'1938ff4f734fedd7e9673c08b402f29f', u'2cb04e36e7836460c98d481f7e3fae68', u'2cb04e36e7836460c98d481f7e447158', u'5b7fb60d4554864f278394b9daa9c60e']",,"{u'Matematicas Elementales 13 - Un ejemplo del valor posicional usando 42.mp4': {u'stub': True, u'length': 7930249, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-6RPd3N+vlb7EdBXJWoGMxQ=='}}",4520b3fff6601c1fa877240acc0a0ae6,2-6d384fb86c477435dece73c37027d1ca,brookalex,2015-05-20T04:00:00.000Z,,,,,,,,,,Resource,Spanish,http://creativecommons.org/licenses/by-nc-sa/4.0/,,,,,Flow Video Player,,,,[u'Math'],0.0,0.0,Matematicas Elementales 13 - Un ejemplo del valor posicional usando 42,,,2015-05-20T04:00:00.000Z,
915,,,"[u'Undergraduate', u'Graduate', u'Professional']",Text,U.S. Department of Health & Human Services,"[u'2cb04e36e7836460c98d481f7e9a5076', u'2cb04e36e7836460c98d481f7e432192', u'2cb04e36e7836460c98d481f7e91315b', u'2cb04e36e7836460c98d481f7ea6dfd8', u'01e0dd79c13b3f781de91b3f1e51839e', u'41d96d20b4c87ffd1545b6d45702290d', u'41d96d20b4c87ffd1545b6d4570260d0', u'2cb04e36e7836460c98d481f7eb5283a']",2012,"{u'Female Genital Cutting.pdf': {u'stub': True, u'length': 236097, u'content_type': u'application/octet-stream', u'revpos': 5, u'digest': u'md5-2nNXSJcaVWhKbB5djUAVPQ=='}}",4520b3fff6601c1fa877240acc0a3815,7-9b7858efc4f806753298075a6e7acb5d,brookalex,2015-05-22T04:00:00.000Z,,Office on Women's Health,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,0.0,Female Genital Cutting,,,2015-05-22T04:00:00.000Z,
916,,,"[u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,US Department of Health and Human Services,"[u'2cb04e36e7836460c98d481f7e432192', u'2cb04e36e7836460c98d481f7e91315b', u'2cb04e36e7836460c98d481f7ea6dfd8', u'01e0dd79c13b3f781de91b3f1e51839e', u'41d96d20b4c87ffd1545b6d45702290d', u'41d96d20b4c87ffd1545b6d4570260d0', u'2cb04e36e7836460c98d481f7eb5283a']",2012,"{u'Female Genital Cutting Brief.pdf': {u'stub': True, u'length': 216905, u'content_type': u'application/octet-stream', u'revpos': 5, u'digest': u'md5-mujiOYVqqgS9ZRU43isbdA=='}}",4520b3fff6601c1fa877240acc0a41ce,7-bc837ec16174552c3c613714471a3eef,brookalex,2015-05-22T04:00:00.000Z,,Office on Women's Health,,,,,,,,Resource,Spanish,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,0.0,Female Genital Cutting Health Snapshot,,,2015-05-22T04:00:00.000Z,
917,,,"[u'Lower Secondary', u'Upper Secondary']",Text,Open University,"[u'6139f2806e3fe840133b2fbc422ca1e7', u'845ca5617e959d8a09839f5ccac74793']",2015,"{u'Introduction to bookkeeping.pdf': {u'stub': True, u'length': 7200253, u'content_type': u'application/octet-stream', u'revpos': 3, u'digest': u'md5-hqTubBtrSKdu4cCSJ281pQ=='}}",4520b3fff6601c1fa877240acc0a467e,4-3b4011da0f5f2d077dbb97848b9c25e7,Erin,2015-05-22T04:00:00.000Z,,,,,,,,,,Resource,English,http://creativecommons.org/licenses/by-nc-sa/4.0/,0.0,,,,PDF.js,,,,[u'Business and Finance'],0.0,0.0,Introduction to Bookkeeping,,,2015-05-22T04:00:00.000Z,
918,,,"[u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,www.dh.gov.uk/publications,"[u'2cb04e36e7836460c98d481f7e432192', u'2cb04e36e7836460c98d481f7e91315b', u'2cb04e36e7836460c98d481f7ea6dfd8', u'01e0dd79c13b3f781de91b3f1e51839e', u'41d96d20b4c87ffd1545b6d45702290d', u'41d96d20b4c87ffd1545b6d4570260d0', u'2cb04e36e7836460c98d481f7eb5283a']",2015,"{u'More information about FGM.pdf': {u'stub': True, u'length': 76487, u'content_type': u'application/octet-stream', u'revpos': 4, u'digest': u'md5-S7QcuoWdIY6r132QyNNnYA=='}}",4520b3fff6601c1fa877240acc0c19d5,6-693b05193413b83b239db664c32aa503,brookalex,2015-05-26T04:00:00.000Z,,Department of Health,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,0.0,More Information about Female Genital Mutilation,,,2015-05-26T04:00:00.000Z,
